d,x1,x2,x3,x4,TI_03,TI_15,vel_03,vel_15
2,0.55,2.05,0.1,0.1,0.106402125,0.182437135,0.79734,0.778165
3,0.55,2.05,0.1,0.1,0.104086309,0.172403712,0.79888,0.786079
4,0.55,2.05,0.1,0.1,0.10325051,0.166506736,0.799408,0.7903
5,0.55,2.05,0.1,0.1,0.10291263,0.162450549,0.799651,0.793015
6,0.55,2.05,0.1,0.1,0.102760557,0.159406006,0.799801,0.794911
7,0.55,2.05,0.1,0.1,0.102685076,0.156996719,0.799899,0.796285
8,0.55,2.05,0.1,0.1,0.102643624,0.155020269,0.799965,0.797297
9,0.55,2.05,0.1,0.1,0.102616787,0.153352361,0.800012,0.798051
10,0.55,2.05,0.1,0.1,0.102599352,0.151910852,0.800049,0.798617
1.2,0.55,2.05,0.1,2.05,0.110824438,0.194694406,0.794691,0.768564
2,0.55,2.05,0.1,2.05,0.106218032,0.18063082,0.797667,0.780705
3,0.55,2.05,0.1,2.05,0.104206888,0.171657229,0.799032,0.787621
4,0.55,2.05,0.1,2.05,0.103503204,0.16629263,0.799471,0.791447
5,0.55,2.05,0.1,2.05,0.103229481,0.162570813,0.799653,0.793958
6,0.55,2.05,0.1,2.05,0.103111467,0.159773879,0.799765,0.795714
7,0.55,2.05,0.1,2.05,0.103056295,0.157567593,0.799844,0.796971
8,0.55,2.05,0.1,2.05,0.103026953,0.155765536,0.799903,0.79788
9,0.55,2.05,0.1,2.05,0.103009775,0.154250477,0.79995,0.798542
10,0.55,2.05,0.1,2.05,0.102999191,0.152945104,0.799989,0.799023
1.2,0.55,2.05,0.1,4,0.110347196,0.192940887,0.795159,0.770695
2,0.55,2.05,0.1,4,0.106140867,0.179803806,0.797891,0.781864
3,0.55,2.05,0.1,4,0.104332977,0.171319983,0.79914,0.788332
4,0.55,2.05,0.1,4,0.103714015,0.166204378,0.799526,0.79198
5,0.55,2.05,0.1,4,0.103481476,0.162643315,0.79967,0.794396
6,0.55,2.05,0.1,4,0.103386085,0.159968344,0.799753,0.796083
7,0.55,2.05,0.1,4,0.103343156,0.15786343,0.799816,0.797283
8,0.55,2.05,0.1,4,0.103321945,0.156148242,0.799867,0.798144
9,0.55,2.05,0.1,4,0.103310973,0.154710335,0.799909,0.79876
10,0.55,2.05,0.1,4,0.103304553,0.153472948,0.799947,0.799202
1.2,0.55,2.05,0.55,0.1,0.116492324,0.209641613,0.789176,0.750072
2,0.55,2.05,0.55,0.1,0.107916953,0.188123578,0.79478,0.770292
3,0.55,2.05,0.55,0.1,0.10360391,0.174913048,0.797694,0.781408
4,0.55,2.05,0.55,0.1,0.101794108,0.167400395,0.799003,0.786999
5,0.55,2.05,0.55,0.1,0.100958776,0.162376042,0.799682,0.790403
6,0.55,2.05,0.55,0.1,0.100553144,0.158660892,0.80001,0.792728
7,0.55,2.05,0.55,0.1,0.100345483,0.15573403,0.800147,0.79442
8,0.55,2.05,0.55,0.1,0.100228943,0.153328129,0.8002,0.795697
9,0.55,2.05,0.55,0.1,0.100155176,0.151289809,0.800219,0.796677
10,0.55,2.05,0.55,0.1,0.100102136,0.149522136,0.800227,0.797439
1.2,0.55,2.05,0.55,2.05,0.113590866,0.196938495,0.792402,0.765825
2,0.55,2.05,0.55,2.05,0.107065812,0.181699898,0.796548,0.779208
3,0.55,2.05,0.55,2.05,0.103996729,0.17209746,0.798546,0.78671
4,0.55,2.05,0.55,2.05,0.10281782,0.166416941,0.799324,0.790766
5,0.55,2.05,0.55,2.05,0.102313897,0.162495236,0.799721,0.793397
6,0.55,2.05,0.55,2.05,0.102081082,0.159549125,0.799943,0.795236
7,0.55,2.05,0.55,2.05,0.101964239,0.157220377,0.800061,0.796562
8,0.55,2.05,0.55,2.05,0.101899074,0.155312525,0.800121,0.797533
9,0.55,2.05,0.55,2.05,0.10185736,0.153705191,0.800152,0.798249
10,0.55,2.05,0.55,2.05,0.101827131,0.152317253,0.800169,0.798781
1.2,0.55,2.05,0.55,4,0.112009329,0.194188759,0.79367,0.769184
2,0.55,2.05,0.55,4,0.106550509,0.180392412,0.797162,0.781042
3,0.55,2.05,0.55,4,0.104082811,0.17156017,0.798799,0.787828
4,0.55,2.05,0.55,4,0.103178566,0.166267637,0.799382,0.791601
5,0.55,2.05,0.55,4,0.102805803,0.162591962,0.799662,0.794085
6,0.55,2.05,0.55,4,0.102636198,0.159829801,0.799833,0.795821
7,0.55,2.05,0.55,4,0.102550494,0.157652143,0.799939,0.797062
8,0.55,2.05,0.55,4,0.102501644,0.155874819,0.800007,0.797957
9,0.55,2.05,0.55,4,0.102470471,0.154382064,0.800052,0.798606
10,0.55,2.05,0.55,4,0.102448328,0.153096182,0.800086,0.799075
1.2,0.55,2.05,1,0.1,0.075327527,0.150417979,0.489799,0.566251
2,0.55,2.05,1,0.1,0.053954955,0.114697662,0.47768,0.558849
3,0.55,2.05,1,0.1,0.041622328,0.091704144,0.472439,0.555911
4,0.55,2.05,1,0.1,0.034780682,0.080163165,0.469999,0.557092
5,0.55,2.05,1,0.1,0.03034386,0.084920129,0.468462,0.571715
6,0.55,2.05,1,0.1,0.027189287,0.105043314,0.467337,0.615684
7,0.55,2.05,1,0.1,0.02481188,0.115258262,0.466406,0.666318
8,0.55,2.05,1,0.1,0.022957777,0.117420769,0.465481,0.705168
9,0.55,2.05,1,0.1,0.021520997,0.117115212,0.464365,0.732152
10,0.55,2.05,1,0.1,0.020668403,0.116306431,0.463399,0.75053
1.2,0.55,2.05,1,2.05,0.126800632,0.201291419,0.780878,0.760461
2,0.55,2.05,1,2.05,0.113225641,0.183824757,0.789365,0.776229
3,0.55,2.05,1,2.05,0.105454731,0.172997294,0.794161,0.784913
4,0.55,2.05,1,2.05,0.101605322,0.166702158,0.796781,0.789448
5,0.55,2.05,1,2.05,0.09953667,0.162402378,0.798325,0.792324
6,0.55,2.05,1,2.05,0.098390455,0.159182856,0.799173,0.794328
7,0.55,2.05,1,2.05,0.097737106,0.156633582,0.799613,0.795787
8,0.55,2.05,1,2.05,0.097348823,0.154538223,0.799828,0.796873
9,0.55,2.05,1,2.05,0.097103116,0.152766643,0.799926,0.797691
10,0.55,2.05,1,2.05,0.096934427,0.151233832,0.799964,0.798313
1.2,0.55,2.05,1,4,0.115711158,0.195973139,0.789925,0.767015
2,0.55,2.05,1,4,0.107635331,0.18123912,0.795186,0.779859
3,0.55,2.05,1,4,0.103639969,0.171907936,0.797895,0.787106
4,0.55,2.05,1,4,0.101997617,0.166363527,0.799091,0.791061
5,0.55,2.05,1,4,0.101254474,0.162527559,0.799711,0.79364
6,0.55,2.05,1,4,0.100899956,0.159645142,0.800016,0.795442
7,0.55,2.05,1,4,0.100721899,0.157368609,0.800146,0.796738
8,0.55,2.05,1,4,0.10062415,0.155505675,0.800195,0.797682
9,0.55,2.05,1,4,0.100563381,0.153937828,0.800212,0.798374
10,0.55,2.05,1,4,0.10052015,0.15258507,0.800219,0.798884
1.2,0.55,4,0.1,0.1,0.108134205,0.190665254,0.793061,0.756827
2,0.55,4,0.1,0.1,0.102489998,0.175566093,0.796839,0.773996
3,0.55,4,0.1,0.1,0.099852443,0.166091278,0.798657,0.783486
4,0.55,4,0.1,0.1,0.09885453,0.160558352,0.799341,0.788378
5,0.55,4,0.1,0.1,0.098434517,0.156754426,0.79968,0.791444
6,0.55,4,0.1,0.1,0.098241565,0.15387509,0.799877,0.793575
7,0.55,4,0.1,0.1,0.098144919,0.151563187,0.799991,0.795136
8,0.55,4,0.1,0.1,0.098090927,0.149634014,0.800056,0.796312
9,0.55,4,0.1,0.1,0.098056731,0.147978473,0.800095,0.797209
10,0.55,4,0.1,0.1,0.098032376,0.146526503,0.800123,0.797901
1.2,0.55,4,0.1,2.05,0.106869487,0.185602707,0.794397,0.766239
2,0.55,4,0.1,2.05,0.102305972,0.173426575,0.79749,0.779129
3,0.55,4,0.1,2.05,0.100264085,0.165541323,0.798944,0.786505
4,0.55,4,0.1,2.05,0.099533353,0.160781843,0.799434,0.790538
5,0.55,4,0.1,2.05,0.099242961,0.15743672,0.799648,0.793175
6,0.55,4,0.1,2.05,0.099115462,0.154881436,0.799779,0.795032
7,0.55,4,0.1,2.05,0.099053847,0.152828715,0.799868,0.796382
8,0.55,4,0.1,2.05,0.09902085,0.151121582,0.799931,0.797379
9,0.55,4,0.1,2.05,0.099001231,0.149663486,0.799979,0.798121
10,0.55,4,0.1,2.05,0.098988881,0.148389121,0.800018,0.798677
1.2,0.55,4,0.1,4,0.106317559,0.184023815,0.795105,0.769167
2,0.55,4,0.1,4,0.102318992,0.172799236,0.797836,0.780716
3,0.55,4,0.1,4,0.100572722,0.165412781,0.799109,0.787469
4,0.55,4,0.1,4,0.099969293,0.160897901,0.799511,0.791256
5,0.55,4,0.1,4,0.099740949,0.157705559,0.799665,0.793767
6,0.55,4,0.1,4,0.09964727,0.155264739,0.799753,0.795536
7,0.55,4,0.1,4,0.09960552,0.153307483,0.799819,0.796814
8,0.55,4,0.1,4,0.099585653,0.151684568,0.799871,0.797748
9,0.55,4,0.1,4,0.099575728,0.150302231,0.799915,0.798432
10,0.55,4,0.1,4,0.099571207,0.149096707,0.799953,0.798934
1.2,0.55,4,0.55,0.1,0.114946037,0.251600075,0.783778,0.597705
2,0.55,4,0.55,0.1,0.104389701,0.215001002,0.791156,0.646194
3,0.55,4,0.55,0.1,0.098569016,0.185165936,0.795415,0.691948
4,0.55,4,0.55,0.1,0.095813184,0.166483109,0.797696,0.722224
5,0.55,4,0.55,0.1,0.094380236,0.154222271,0.798986,0.74286
6,0.55,4,0.55,0.1,0.09359579,0.145883421,0.799642,0.757283
7,0.55,4,0.55,0.1,0.093137471,0.140034188,0.799945,0.767513
8,0.55,4,0.55,0.1,0.092844137,0.13579548,0.800069,0.774847
9,0.55,4,0.55,0.1,0.092634102,0.132605618,0.800111,0.780168
10,0.55,4,0.55,0.1,0.092467055,0.130104607,0.800115,0.784085
1.2,0.55,4,0.55,2.05,0.108720368,0.186843401,0.792452,0.763932
2,0.55,4,0.55,2.05,0.102638074,0.173931173,0.796532,0.777875
3,0.55,4,0.55,2.05,0.09973722,0.165655224,0.79853,0.785754
4,0.55,4,0.55,2.05,0.098614415,0.160704983,0.799315,0.789987
5,0.55,4,0.55,2.05,0.098133726,0.157244869,0.799714,0.792724
6,0.55,4,0.55,2.05,0.097912197,0.154604272,0.799938,0.79465
7,0.55,4,0.55,2.05,0.097802705,0.152481881,0.800056,0.796055
8,0.55,4,0.55,2.05,0.097742876,0.150714301,0.800115,0.7971
9,0.55,4,0.55,2.05,0.097705524,0.1492017,0.800146,0.797884
10,0.55,4,0.55,2.05,0.097679253,0.147878411,0.800163,0.798478
1.2,0.55,4,0.55,4,0.107149536,0.184627826,0.794085,0.768055
2,0.55,4,0.55,4,0.102340052,0.173038559,0.797335,0.780113
3,0.55,4,0.55,4,0.1001662,0.16546118,0.798871,0.787101
4,0.55,4,0.55,4,0.099377004,0.160852518,0.799405,0.790981
5,0.55,4,0.55,4,0.099057541,0.157601476,0.79965,0.793539
6,0.55,4,0.55,4,0.098914521,0.155115881,0.799799,0.795342
7,0.55,4,0.55,4,0.098843547,0.153121084,0.799897,0.796648
8,0.55,4,0.55,4,0.098804259,0.151465314,0.799962,0.797605
9,0.55,4,0.55,4,0.098779738,0.150053186,0.800009,0.798312
10,0.55,4,0.55,4,0.098763096,0.14882064,0.800046,0.798835
1.2,0.55,4,1,0.1,0.03334488,0.059073938,0.491751,0.570613
2,0.55,4,1,0.1,0.02300862,0.042107596,0.480301,0.564029
3,0.55,4,1,0.1,0.017451341,0.032499059,0.475691,0.56092
4,0.55,4,1,0.1,0.014471765,0.027197328,0.473614,0.559163
5,0.55,4,1,0.1,0.012576654,0.026780292,0.472139,0.558304
6,0.55,4,1,0.1,0.011242853,0.088276094,0.470997,0.594493
7,0.55,4,1,0.1,0.010239856,0.11583382,0.470159,0.661566
8,0.55,4,1,0.1,0.00945373,0.119602871,0.469447,0.706212
9,0.55,4,1,0.1,0.008822356,0.119111892,0.46855,0.734585
10,0.55,4,1,0.1,0.008304533,0.11799914,0.467374,0.752988
1.2,0.55,4,1,2.05,0.112766536,0.18890834,0.786693,0.7601
2,0.55,4,1,2.05,0.103425232,0.174800751,0.793083,0.775782
3,0.55,4,1,2.05,0.09851821,0.165876499,0.796596,0.784519
4,0.55,4,1,2.05,0.096341079,0.160612089,0.798358,0.789099
5,0.55,4,1,2.05,0.095280469,0.156963955,0.799335,0.792012
6,0.55,4,1,2.05,0.094736797,0.154191443,0.799832,0.794049
7,0.55,4,1,2.05,0.09444037,0.151962454,0.800061,0.795542
8,0.55,4,1,2.05,0.094262144,0.150103359,0.80016,0.796661
9,0.55,4,1,2.05,0.094140896,0.148509782,0.800198,0.797509
10,0.55,4,1,2.05,0.094047841,0.147112888,0.800206,0.798159
1.2,0.55,4,1,4,0.10915849,0.185402942,0.791904,0.766622
2,0.55,4,1,4,0.102726645,0.17334781,0.796246,0.779335
3,0.55,4,1,4,0.099609261,0.165526083,0.79841,0.78663
4,0.55,4,1,4,0.098379553,0.160797756,0.79929,0.790631
5,0.55,4,1,4,0.097846128,0.157472303,0.799741,0.79325
6,0.55,4,1,4,0.097600155,0.154931262,0.799983,0.795096
7,0.55,4,1,4,0.097480199,0.152890358,0.800102,0.796437
8,0.55,4,1,4,0.097416467,0.151193669,0.800155,0.797425
9,0.55,4,1,4,0.097378029,0.149744952,0.800177,0.79816
10,0.55,4,1,4,0.097351658,0.148479279,0.800185,0.798709
1.2,1,0.1,0.1,0.1,0.143150485,0.225788688,0.798311,0.778879
2,1,0.1,0.1,0.1,0.141523709,0.207675337,0.799132,0.787436
3,1,0.1,0.1,0.1,0.140926761,0.196375569,0.799569,0.792409
4,1,0.1,0.1,0.1,0.140741296,0.189880555,0.799752,0.795267
5,1,0.1,0.1,0.1,0.140677929,0.185669976,0.799828,0.797089
6,1,0.1,0.1,0.1,0.140655244,0.1827635,0.799858,0.798243
7,1,0.1,0.1,0.1,0.140647012,0.180655293,0.799869,0.798968
8,1,0.1,0.1,0.1,0.140644086,0.179050409,0.799873,0.799419
9,1,0.1,0.1,0.1,0.140642429,0.177767788,0.799874,0.799691
10,1,0.1,0.1,0.1,0.140641336,0.176693409,0.799876,0.79985
1.2,1,0.1,0.1,2.05,0.143057492,0.225538602,0.798318,0.779012
2,1,0.1,0.1,2.05,0.141437955,0.207536197,0.799135,0.787512
3,1,0.1,0.1,2.05,0.140843316,0.196299645,0.79957,0.792459
4,1,0.1,0.1,2.05,0.140658326,0.189841981,0.799752,0.795303
5,1,0.1,0.1,2.05,0.140594567,0.185658318,0.799828,0.797116
6,1,0.1,0.1,2.05,0.140571504,0.182773117,0.799858,0.798261
7,1,0.1,0.1,2.05,0.140563094,0.180680741,0.79987,0.798982
8,1,0.1,0.1,2.05,0.140559601,0.179089104,0.799873,0.799427
9,1,0.1,0.1,2.05,0.140557767,0.177817102,0.799875,0.799696
10,1,0.1,0.1,2.05,0.140556479,0.176751343,0.799876,0.799852
1.2,1,0.1,0.1,4,0.142967368,0.225299644,0.798325,0.779139
2,1,0.1,0.1,4,0.141354543,0.207402725,0.799137,0.787586
3,1,0.1,0.1,4,0.140762591,0.196227181,0.79957,0.792507
4,1,0.1,0.1,4,0.140577902,0.189805827,0.799752,0.795337
5,1,0.1,0.1,4,0.14051375,0.185647692,0.799828,0.797141
6,1,0.1,0.1,4,0.14049068,0.18278216,0.799858,0.798279
7,1,0.1,0.1,4,0.140481526,0.180705768,0.79987,0.798994
8,1,0.1,0.1,4,0.140478032,0.179126333,0.799873,0.799435
9,1,0.1,0.1,4,0.140475456,0.177864571,0.799875,0.7997
10,1,0.1,0.1,4,0.140473992,0.176806679,0.799877,0.799855
1.2,1,0.1,0.55,0.1,0.148868,0.233702391,0.79695,0.774691
2,1,0.1,0.55,0.1,0.145005242,0.212154749,0.798674,0.784984
3,1,0.1,0.55,0.1,0.143514569,0.198874497,0.799444,0.790793
4,1,0.1,0.55,0.1,0.143026096,0.191221526,0.799678,0.79406
5,1,0.1,0.55,0.1,0.142837612,0.186183665,0.799741,0.796159
6,1,0.1,0.55,0.1,0.142748443,0.182630658,0.799758,0.797539
7,1,0.1,0.55,0.1,0.142692803,0.180003423,0.799769,0.798453
8,1,0.1,0.55,0.1,0.142650127,0.177978216,0.799783,0.799059
9,1,0.1,0.55,0.1,0.142612396,0.176354775,0.799802,0.799455
10,1,0.1,0.55,0.1,0.142577956,0.175001601,0.799823,0.799711
1.2,1,0.1,0.55,2.05,0.148725141,0.232935476,0.797003,0.775099
2,1,0.1,0.55,2.05,0.144954218,0.211715366,0.798691,0.785225
3,1,0.1,0.55,2.05,0.143499861,0.198624621,0.799449,0.790954
4,1,0.1,0.55,2.05,0.143022644,0.191082104,0.799681,0.794182
5,1,0.1,0.55,2.05,0.142837442,0.186122289,0.799744,0.796256
6,1,0.1,0.55,2.05,0.142748638,0.182631331,0.799761,0.797615
7,1,0.1,0.55,2.05,0.142693542,0.180053945,0.799771,0.798511
8,1,0.1,0.55,2.05,0.142650314,0.178070249,0.799784,0.7991
9,1,0.1,0.55,2.05,0.142612574,0.176480738,0.799801,0.799483
10,1,0.1,0.55,2.05,0.142577769,0.17515536,0.799822,0.799728
1.2,1,0.1,0.55,4,0.148591048,0.232246519,0.797052,0.775465
2,1,0.1,0.55,4,0.144905708,0.211321437,0.798706,0.785441
3,1,0.1,0.55,4,0.143485331,0.198401691,0.799453,0.791097
4,1,0.1,0.55,4,0.143018463,0.190957998,0.799684,0.794292
5,1,0.1,0.55,4,0.142836176,0.186069141,0.799747,0.796342
6,1,0.1,0.55,4,0.142748102,0.182633776,0.799764,0.797682
7,1,0.1,0.55,4,0.14269282,0.180101598,0.799773,0.798561
8,1,0.1,0.55,4,0.14264977,0.178155126,0.799785,0.799136
9,1,0.1,0.55,4,0.142611478,0.17659574,0.799801,0.799508
10,1,0.1,0.55,4,0.142576485,0.175295655,0.799821,0.799742
1.2,1,0.1,1,0.1,0.46227032,0.345609431,0.554866,0.70776
2,1,0.1,1,0.1,0.345114684,0.284643545,0.606661,0.738417
3,1,0.1,1,0.1,0.26781824,0.243451243,0.644897,0.757818
4,1,0.1,1,0.1,0.222157729,0.218226631,0.668229,0.768771
5,1,0.1,1,0.1,0.191530666,0.200945591,0.684119,0.775753
6,1,0.1,1,0.1,0.169335918,0.188292321,0.695788,0.780542
7,1,0.1,1,0.1,0.152398537,0.178590712,0.704822,0.784006
8,1,0.1,1,0.1,0.138985447,0.170889092,0.712094,0.786621
9,1,0.1,1,0.1,0.128063492,0.164606236,0.718122,0.788663
10,1,0.1,1,0.1,0.118975784,0.159364889,0.723227,0.790303
1.2,1,0.1,1,2.05,0.399716679,0.294299997,0.639428,0.740774
2,1,0.1,1,2.05,0.31716474,0.249991652,0.683029,0.763376
3,1,0.1,1,2.05,0.261199065,0.221657359,0.710993,0.776475
4,1,0.1,1,2.05,0.226230959,0.205104946,0.726972,0.783238
5,1,0.1,1,2.05,0.201508859,0.194015496,0.737494,0.787337
6,1,0.1,1,2.05,0.182763789,0.185914325,0.745056,0.790106
7,1,0.1,1,2.05,0.167901505,0.179644622,0.750807,0.792119
8,1,0.1,1,2.05,0.15574755,0.174594176,0.755353,0.793653
9,1,0.1,1,2.05,0.145579561,0.170404653,0.759046,0.794856
10,1,0.1,1,2.05,0.136921721,0.166850581,0.76211,0.795817
1.2,1,0.1,1,4,0.332918694,0.272295252,0.692727,0.753557
2,1,0.1,1,4,0.273210631,0.235558308,0.726089,0.772018
3,1,0.1,1,4,0.232882607,0.212735945,0.746784,0.782286
4,1,0.1,1,4,0.207690951,0.199598246,0.75815,0.787557
5,1,0.1,1,4,0.189861249,0.190812562,0.765282,0.790819
6,1,0.1,1,4,0.176297899,0.184387674,0.770154,0.793067
7,1,0.1,1,4,0.165476705,0.179418915,0.773688,0.794708
8,1,0.1,1,4,0.1565417,0.175427578,0.776374,0.795945
9,1,0.1,1,4,0.148970574,0.172130147,0.778494,0.796894
10,1,0.1,1,4,0.142426418,0.169343418,0.780218,0.797631
1.2,1,2.05,0.1,0.1,0.140666572,0.217459643,0.798073,0.775305
2,1,2.05,0.1,0.1,0.138723507,0.199821472,0.799048,0.785121
3,1,2.05,0.1,0.1,0.137980778,0.188751477,0.799548,0.790762
4,1,2.05,0.1,0.1,0.137727662,0.182271954,0.799744,0.793982
5,1,2.05,0.1,0.1,0.137620708,0.177945962,0.79982,0.796076
6,1,2.05,0.1,0.1,0.137564148,0.174856037,0.799845,0.797466
7,1,2.05,0.1,0.1,0.137525477,0.172544272,0.799854,0.798395
8,1,2.05,0.1,0.1,0.137494822,0.170744316,0.799856,0.799015
9,1,2.05,0.1,0.1,0.137467571,0.16928937,0.799858,0.799425
10,1,2.05,0.1,0.1,0.137443175,0.168069233,0.799861,0.799692
1.2,1,2.05,0.1,2.05,0.140156896,0.214250683,0.798295,0.777937
2,1,2.05,0.1,2.05,0.138620783,0.198267841,0.799128,0.786656
3,1,2.05,0.1,2.05,0.13807729,0.188119855,0.799571,0.791783
4,1,2.05,0.1,2.05,0.137928268,0.182171407,0.799756,0.794759
5,1,2.05,0.1,2.05,0.137895343,0.178230173,0.799833,0.796687
6,1,2.05,0.1,2.05,0.137899994,0.175448726,0.799863,0.797939
7,1,2.05,0.1,2.05,0.137917537,0.173391872,0.799873,0.798751
8,1,2.05,0.1,2.05,0.137937623,0.171804639,0.799877,0.799269
9,1,2.05,0.1,2.05,0.137957672,0.170526231,0.799879,0.799594
10,1,2.05,0.1,2.05,0.137976381,0.169452957,0.79988,0.799792
1.2,1,2.05,0.1,4,0.138320578,0.212496224,0.79842,0.779354
2,1,2.05,0.1,4,0.136892674,0.197429214,0.799172,0.787481
3,1,2.05,0.1,4,0.136369157,0.187793774,0.799579,0.792328
4,1,2.05,0.1,4,0.136206612,0.182146361,0.799754,0.795164
5,1,2.05,0.1,4,0.136151026,0.178424426,0.799831,0.796995
6,1,2.05,0.1,4,0.136131802,0.175817684,0.799863,0.798169
7,1,2.05,0.1,4,0.136125167,0.173903403,0.799875,0.798915
8,1,2.05,0.1,4,0.136123168,0.172432302,0.79988,0.799382
9,1,2.05,0.1,4,0.136122827,0.171249187,0.799882,0.799667
10,1,2.05,0.1,4,0.136122657,0.170253724,0.799883,0.799835
1.2,1,2.05,0.55,0.1,0.144728306,0.228391369,0.796015,0.766106
2,1,2.05,0.55,0.1,0.139573673,0.205293553,0.798354,0.779807
3,1,2.05,0.55,0.1,0.137541311,0.191135031,0.799341,0.787338
4,1,2.05,0.55,0.1,0.136888622,0.182957783,0.799614,0.791377
5,1,2.05,0.55,0.1,0.136656892,0.177459302,0.799692,0.79397
6,1,2.05,0.55,0.1,0.136566676,0.173444796,0.799731,0.795755
7,1,2.05,0.55,0.1,0.136526731,0.170361399,0.799766,0.79702
8,1,2.05,0.55,0.1,0.136505488,0.167905855,0.799801,0.797927
9,1,2.05,0.55,0.1,0.136491328,0.165890186,0.799837,0.798582
10,1,2.05,0.55,0.1,0.136481156,0.164189742,0.799872,0.799056
1.2,1,2.05,0.55,2.05,0.142744673,0.217491747,0.79721,0.775286
2,1,2.05,0.55,2.05,0.139475388,0.199838868,0.79876,0.785109
3,1,2.05,0.55,2.05,0.13821899,0.188760447,0.799474,0.790754
4,1,2.05,0.55,2.05,0.137808669,0.182276462,0.799702,0.793975
5,1,2.05,0.55,2.05,0.137651203,0.177947599,0.799766,0.79607
6,1,2.05,0.55,2.05,0.137577636,0.174855334,0.799782,0.797461
7,1,2.05,0.55,2.05,0.137532486,0.1725415,0.799789,0.798391
8,1,2.05,0.55,2.05,0.137498522,0.170739759,0.799797,0.799012
9,1,2.05,0.55,2.05,0.137468583,0.169283323,0.799808,0.799423
10,1,2.05,0.55,2.05,0.137441193,0.16806169,0.799824,0.799691
1.2,1,2.05,0.55,4,0.141596191,0.21443666,0.797694,0.77779
2,1,2.05,0.55,4,0.139102197,0.198358249,0.798913,0.78657
3,1,2.05,0.55,4,0.138145182,0.188156576,0.799508,0.791726
4,1,2.05,0.55,4,0.137824476,0.182177498,0.79972,0.794716
5,1,2.05,0.55,4,0.13769363,0.178213391,0.79979,0.796654
6,1,2.05,0.55,4,0.137626972,0.175414233,0.79981,0.797914
7,1,2.05,0.55,4,0.137582771,0.173343172,0.799816,0.798731
8,1,2.05,0.55,4,0.137547579,0.171743857,0.799818,0.799255
9,1,2.05,0.55,4,0.137516789,0.170455368,0.799823,0.799585
10,1,2.05,0.55,4,0.13748868,0.169373426,0.79983,0.799787
1.2,1,2.05,1,0.1,0.097958416,0.147672673,0.487527,0.563667
2,1,2.05,1,0.1,0.069990507,0.109039776,0.475051,0.556495
3,1,2.05,1,0.1,0.053921341,0.08554248,0.469583,0.553339
4,1,2.05,1,0.1,0.045025509,0.072477893,0.46701,0.552166
5,1,2.05,1,0.1,0.039266199,0.067732149,0.465371,0.554773
6,1,2.05,1,0.1,0.035183381,0.085845655,0.464133,0.578905
7,1,2.05,1,0.1,0.03213355,0.108372298,0.46309,0.632577
8,1,2.05,1,0.1,0.02985903,0.115309767,0.462069,0.681204
9,1,2.05,1,0.1,0.028540398,0.116086908,0.461088,0.715763
10,1,2.05,1,0.1,0.02957568,0.115384247,0.461158,0.739278
1.2,1,2.05,1,2.05,0.157679243,0.224973163,0.785866,0.769026
2,1,2.05,1,2.05,0.142415935,0.203551605,0.79286,0.781486
3,1,2.05,1,2.05,0.13450799,0.190358506,0.796531,0.7884
4,1,2.05,1,2.05,0.131014077,0.182703557,0.798333,0.792182
5,1,2.05,1,2.05,0.12930154,0.177556244,0.799331,0.794631
6,1,2.05,1,2.05,0.128407106,0.17381273,0.799837,0.79631
7,1,2.05,1,2.05,0.127902833,0.170955218,0.800067,0.797486
8,1,2.05,1,2.05,0.127586859,0.168692345,0.800162,0.798317
9,1,2.05,1,2.05,0.127362203,0.166843046,0.800193,0.798906
10,1,2.05,1,2.05,0.12718248,0.165286894,0.800194,0.79932
1.2,1,2.05,1,4,0.146072181,0.217522804,0.794596,0.775268
2,1,2.05,1,4,0.139199572,0.199855469,0.797729,0.785098
3,1,2.05,1,4,0.13634312,0.188769417,0.799061,0.790746
4,1,2.05,1,4,0.135368714,0.18228132,0.79947,0.793969
5,1,2.05,1,4,0.134992854,0.177949603,0.799649,0.796065
6,1,2.05,1,4,0.134831211,0.174854713,0.799769,0.797457
7,1,2.05,1,4,0.134753805,0.172538814,0.799859,0.798388
8,1,2.05,1,4,0.134712359,0.170735599,0.799926,0.79901
9,1,2.05,1,4,0.134687361,0.169277892,0.799978,0.799421
10,1,2.05,1,4,0.134671009,0.168055076,0.80002,0.79969
1.2,1,4,0.1,0.1,0.136903934,0.209536894,0.79783,0.771235
2,1,4,0.1,0.1,0.13467912,0.192496381,0.798965,0.78256
3,1,4,0.1,0.1,0.133826621,0.181797342,0.799528,0.788974
4,1,4,0.1,0.1,0.133541494,0.175489272,0.799736,0.792563
5,1,4,0.1,0.1,0.133425852,0.171197822,0.799809,0.794915
6,1,4,0.1,0.1,0.133367887,0.168050958,0.799831,0.796533
7,1,4,0.1,0.1,0.133329767,0.165631621,0.799837,0.797664
8,1,4,0.1,0.1,0.133300511,0.163703521,0.799839,0.798461
9,1,4,0.1,0.1,0.133275159,0.162117546,0.799841,0.799021
10,1,4,0.1,0.1,0.133252207,0.160774051,0.799845,0.799412
1.2,1,4,0.1,2.05,0.136255912,0.205394401,0.798215,0.776496
2,1,4,0.1,2.05,0.134592506,0.19089779,0.799097,0.785585
3,1,4,0.1,2.05,0.133962015,0.18157128,0.799559,0.790954
4,1,4,0.1,2.05,0.133751238,0.176016117,0.799748,0.794078
5,1,4,0.1,2.05,0.133665094,0.172259181,0.799825,0.796132
